Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Komodo Dragon Exhibit,47.66890069,-122.349746,Zoo Exhibit,Recreation,Komodo Dragon Exhibit,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Family Farm,47.66630375,-122.35188219999999,Zoo Exhibit,Recreation,Family Farm,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Meerkat Exhibit,47.66908133,-122.3498666,Zoo Exhibit,Recreation,Meerkat Exhibit,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,African Village,47.66652288,-122.3505389,Zoo Exhibit,Recreation,African Village,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,African Savannah Exhibit,47.66683187,-122.3502715,Zoo Exhibit,Recreation,African Savannah Exhibit,2
Jimi Hendrix Memorial Viewpoint,47.667033,-122.349267,Lion Plains,47.66804016,-122.35031129999999,Zoo Exhibit,Recreation,Lion Plains,2
Mesa,47.670483000000004,-122.3514,Grizzly Bear Exhibit,47.670968200000004,-122.35063229999999,Zoo Exhibit,Recreation,Grizzly Bear Exhibit,2
Mesa,47.670483000000004,-122.3514,Woodland Park Zoo - West Gate,47.66921896,-122.3528409,Zoo Exhibit,Recreation,Woodland Park Zoo - West Gate,2
Mesa,47.670483000000004,-122.3514,Penguin Exhibit,47.66902221,-122.3525932,Zoo Exhibit,Recreation,Penguin Exhibit,2
Mesa,47.670483000000004,-122.3514,WildLights at Woodland Park Zoo,47.66917846,-122.35285559999998,Zoo Exhibit,Recreation,WildLights at Woodland Park Zoo,2
Mesa,47.670483000000004,-122.3514,Wolf Exhibit,47.67058088,-122.3505706,Zoo Exhibit,Recreation,Wolf Exhibit,2
Mesa,47.670483000000004,-122.3514,Komodo Dragon Exhibit,47.66890069,-122.349746,Zoo Exhibit,Recreation,Komodo Dragon Exhibit,2
Morphauna,47.671267,-122.3532,Grizzly Bear Exhibit,47.670968200000004,-122.35063229999999,Zoo Exhibit,Recreation,Grizzly Bear Exhibit,2
Morphauna,47.671267,-122.3532,Woodland Park Zoo - West Gate,47.66921896,-122.3528409,Zoo Exhibit,Recreation,Woodland Park Zoo - West Gate,2
Morphauna,47.671267,-122.3532,Wolf Exhibit,47.67058088,-122.3505706,Zoo Exhibit,Recreation,Wolf Exhibit,2
Morphauna,47.671267,-122.3532,WildLights at Woodland Park Zoo,47.66917846,-122.35285559999998,Zoo Exhibit,Recreation,WildLights at Woodland Park Zoo,2
The Bears,47.666633000000004,-122.35,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
The Bears,47.666633000000004,-122.35,Family Farm,47.66630375,-122.35188219999999,Zoo Exhibit,Recreation,Family Farm,2
The Bears,47.666633000000004,-122.35,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
The Bears,47.666633000000004,-122.35,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
The Bears,47.666633000000004,-122.35,African Village,47.66652288,-122.3505389,Zoo Exhibit,Recreation,African Village,2
The Bears,47.666633000000004,-122.35,African Savannah Exhibit,47.66683187,-122.3502715,Zoo Exhibit,Recreation,African Savannah Exhibit,2
The Bears,47.666633000000004,-122.35,Temperate Wetlands,47.66653096,-122.35305840000001,Zoo Exhibit,Recreation,Temperate Wetlands,2
The Bears,47.666633000000004,-122.35,Red Ruffed Lemur,47.66803432,-122.3524041,Zoo Exhibit,Recreation,Red Ruffed Lemur,2
The Bears,47.666633000000004,-122.35,Tropical Asia,47.66871095,-122.34902859999998,Zoo Exhibit,Recreation,Tropical Asia,2
Together as One,47.669467,-122.349783,Grizzly Bear Exhibit,47.670968200000004,-122.35063229999999,Zoo Exhibit,Recreation,Grizzly Bear Exhibit,2
Together as One,47.669467,-122.349783,Woodland Park Zoo - West Gate,47.66921896,-122.3528409,Zoo Exhibit,Recreation,Woodland Park Zoo - West Gate,2
Together as One,47.669467,-122.349783,Penguin Exhibit,47.66902221,-122.3525932,Zoo Exhibit,Recreation,Penguin Exhibit,2
Together as One,47.669467,-122.349783,Wolf Exhibit,47.67058088,-122.3505706,Zoo Exhibit,Recreation,Wolf Exhibit,2
Together as One,47.669467,-122.349783,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Together as One,47.669467,-122.349783,WildLights at Woodland Park Zoo,47.66917846,-122.35285559999998,Zoo Exhibit,Recreation,WildLights at Woodland Park Zoo,2
Together as One,47.669467,-122.349783,Komodo Dragon Exhibit,47.66890069,-122.349746,Zoo Exhibit,Recreation,Komodo Dragon Exhibit,2
Together as One,47.669467,-122.349783,Meerkat Exhibit,47.66908133,-122.3498666,Zoo Exhibit,Recreation,Meerkat Exhibit,2
Untitled,47.6689,-122.348133,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Untitled,47.6689,-122.348133,Komodo Dragon Exhibit,47.66890069,-122.349746,Zoo Exhibit,Recreation,Komodo Dragon Exhibit,2
Untitled,47.6689,-122.348133,Meerkat Exhibit,47.66908133,-122.3498666,Zoo Exhibit,Recreation,Meerkat Exhibit,2
Untitled,47.6689,-122.348133,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
Untitled,47.6689,-122.348133,Trail Of Vines,47.66890526,-122.348757,Zoo Exhibit,Recreation,Trail Of Vines,2
Untitled,47.6689,-122.348133,Lion Plains,47.66804016,-122.35031129999999,Zoo Exhibit,Recreation,Lion Plains,2
Untitled,47.6689,-122.348133,Raptor Center - Woodland Park Zoo,47.66944729,-122.3497824,Zoo Exhibit,Recreation,Raptor Center - Woodland Park Zoo,2
Untitled,47.6689,-122.348133,Sumatran Tiger,47.66890519,-122.3503611,Zoo Exhibit,Recreation,Sumatran Tiger,2
Untitled,47.6689,-122.348133,Elephant Barn,47.66845287,-122.34860829999998,Zoo Exhibit,Recreation,Elephant Barn,2
Untitled,47.666267,-122.349267,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Untitled,47.666267,-122.349267,Family Farm,47.66630375,-122.35188219999999,Zoo Exhibit,Recreation,Family Farm,2
Untitled,47.666267,-122.349267,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
Untitled,47.666267,-122.349267,African Village,47.66652288,-122.3505389,Zoo Exhibit,Recreation,African Village,2
Untitled,47.666267,-122.349267,African Savannah Exhibit,47.66683187,-122.3502715,Zoo Exhibit,Recreation,African Savannah Exhibit,2
Untitled,47.666267,-122.349267,Lion Plains,47.66804016,-122.35031129999999,Zoo Exhibit,Recreation,Lion Plains,2
Untitled,47.666267,-122.349267,Bug World,47.66691231,-122.35200359999999,Zoo Exhibit,Recreation,Bug World,2
